dataset,subject,theta_centroid,alpha_centroid,theta_peak,alpha_peak,PCI,convergence,ratio
LEMON,sub-010045,6.375541369498443,10.26981616727629,7.9345703125,10.1318359375,1.5178655515429118,0.2567872201958168,1.610814764124761
LEMON,sub-010046,5.89491159030641,9.904443898443184,4.150390625,8.1787109375,0.9514284584340978,0.249405647130126,1.6801683531149214
LEMON,sub-010047,6.0757215421204895,9.6505317582838,7.9345703125,9.6435546875,1.3726911663961194,0.279735129847888,1.5883762432791915
LEMON,sub-010048,6.027062693233548,10.039968875316246,7.9345703125,9.033203125,1.0777431224120315,0.2491959578982731,1.6658145744174688
LEMON,sub-010049,5.792929633815311,9.981074247395686,4.0283203125,8.7890625,0.6095876601421899,0.2387692145962259,1.722975226409232
LEMON,sub-010050,5.653520972416885,10.044639412484615,4.0283203125,9.521484375,0.2230077019271425,0.2277324134269026,1.7767050766224581
LEMON,sub-010051,5.552616370116718,10.378006702822464,4.0283203125,9.6435546875,-0.4184871616680064,0.207237120947948,1.86903002315723
LEMON,sub-010052,5.688310021659784,10.279596826497354,5.37109375,8.1787109375,0.0128719686919888,0.2178038625133064,1.8071442638244049
LEMON,sub-010053,5.732335159302099,10.140305406951551,4.0283203125,9.521484375,0.2770398246926133,0.2268617853156448,1.7689658969951287
LEMON,sub-010056,5.803175933583482,10.228832893323686,4.0283203125,8.4228515625,0.3215955959348692,0.2259551540250201,1.7626267082699567
LEMON,sub-010059,6.072853905360661,10.180587906865654,7.9345703125,9.8876953125,0.9838013510215974,0.2434432218915878,1.6764091587777192
LEMON,sub-010060,6.403350124093603,9.223253414944338,7.9345703125,9.3994140625,0.8652868626330215,0.3546220904966958,1.4403793695803717
LEMON,sub-010061,6.070671127147902,10.423413655976445,7.9345703125,10.986328125,0.6548113000812902,0.2297402139862223,1.7170117500457533
LEMON,sub-010062,6.099828871867923,10.079396775947956,7.2021484375,10.25390625,1.2032698203019352,0.2512835624628379,1.652406483472607
LEMON,sub-010063,6.293313281355736,9.648703266524276,7.9345703125,9.6435546875,1.1204298309722722,0.2980279503784031,1.5331674803333015
LEMON,sub-010064,6.116462040312868,9.865504643452772,7.568359375,9.27734375,1.533554531002414,0.2667347656072189,1.6129430017599085
LEMON,sub-010065,6.948223060997406,8.998339435370927,7.9345703125,8.056640625,0.6434527790349714,0.4877771879196771,1.295056211692667
LEMON,sub-010066,6.614915703344413,9.351543236584885,7.9345703125,8.9111328125,0.8131992708743538,0.3654132642654109,1.4137055793253526
LEMON,sub-010067,5.966166334215042,10.004678444097658,5.9814453125,9.6435546875,0.9795269897695678,0.2476159468614459,1.6769023663859945
LEMON,sub-010068,6.0103226792258,9.963806433640062,7.9345703125,9.6435546875,1.151959537383641,0.2529414719065052,1.6577822798232051
LEMON,sub-010069,6.198597572790922,9.346691865088395,6.9580078125,9.033203125,1.035844238039488,0.3176524929531897,1.507872023522902
LEMON,sub-010070,5.775540482437836,10.050330926958251,4.0283203125,8.056640625,0.4824570566767155,0.2339295956090285,1.7401541825425906
LEMON,sub-010071,6.481230846651621,9.238848925358456,7.9345703125,8.544921875,0.8353472768232679,0.3626317972461737,1.4254775279500336
LEMON,sub-010072,5.7911746783841975,10.285522422843906,4.2724609375,10.25390625,0.2274393796286768,0.2225016969887842,1.7760684134144753
LEMON,sub-010073,5.953266611312701,10.104092320297898,4.2724609375,10.1318359375,0.809845369649188,0.2409159213395356,1.6972349770288444
LEMON,sub-010074,5.887626555907967,10.05860249324042,4.5166015625,10.25390625,0.721052011675407,0.2397520424535342,1.7084307908671734
LEMON,sub-010075,5.924110639503958,10.32803797547476,4.0283203125,10.009765625,0.4589580393380836,0.2270700499147903,1.7433904604353498
LEMON,sub-010076,5.665043922310692,11.091156234039024,4.2724609375,11.5966796875,-1.1292271477957811,0.1842940106194519,1.9578235201952499
LEMON,sub-010077,6.170399030054475,10.30698541281409,7.9345703125,10.1318359375,1.036639809920421,0.2417452235901034,1.6703920382800745
LEMON,sub-010078,6.157305634207327,9.8547226426353,7.6904296875,9.765625,1.4468323704931405,0.2704590793304023,1.6004926875623526
LEMON,sub-010079,5.946676297733083,10.349036140127165,5.615234375,10.6201171875,0.4813521811656475,0.2271508999264772,1.7403059494044253
LEMON,sub-010080,6.251718119594676,9.04535171397645,7.9345703125,8.9111328125,0.8790276587286073,0.3579567492355053,1.4468585340765325
LEMON,sub-010081,6.040140442042704,10.358333154267385,7.9345703125,10.498046875,0.670857349770786,0.2315783631353525,1.71491594502798
LEMON,sub-010083,5.89648662581899,10.238766524208645,5.0048828125,10.009765625,0.5097486190859609,0.2302937681126572,1.7364181713524256
LEMON,sub-010084,6.5082368372516,9.920760508782218,7.9345703125,10.7421875,1.0892348607045206,0.2930382603181974,1.5243391961395971
LEMON,sub-010085,6.263275718640182,10.076258161857584,7.9345703125,9.033203125,1.5032455680391457,0.2622618946957956,1.6087840635643034
LEMON,sub-010086,5.636552920583346,9.490370235671575,4.0283203125,9.27734375,0.921273631477058,0.2594829796640492,1.683718820596008
LEMON,sub-010087,6.006683808731359,10.363637356442169,7.9345703125,10.498046875,0.5917412629025494,0.2295181688419448,1.7253509068310722
LEMON,sub-010088,5.84830304165498,10.291200136416716,4.5166015625,10.3759765625,0.342342033609834,0.2250783618596568,1.7596899584574988
LEMON,sub-010089,6.122409474592087,10.129010011280029,7.8125,10.1318359375,1.1839294225497985,0.2495881460712453,1.6544156435983706
LEMON,sub-010090,6.101916620970975,10.122755548254672,7.9345703125,9.3994140625,1.141023482547269,0.2487043172046577,1.658946881290534
LEMON,sub-010091,6.408342312067607,9.528154136442248,7.9345703125,9.8876953125,0.9753579870023732,0.3205321526725245,1.4868360135037881
LEMON,sub-010092,5.81303716909177,9.595359560292229,4.0283203125,9.521484375,1.2202271705084022,0.2643878275227124,1.650662000117816
LEMON,sub-010093,5.973657599721676,9.864810421348537,6.2255859375,9.27734375,1.2131772703981831,0.2569932474617915,1.6513853123768187
LEMON,sub-010094,5.645539912338511,10.991434457847976,5.2490234375,10.8642578125,-1.0302617213317276,0.1870594325209794,1.9469235234394215
LEMON,sub-010100,6.621916050691977,9.68669534687469,7.9345703125,8.7890625,0.9149583333450126,0.3262877693168752,1.4628236408799609
LEMON,sub-010104,6.097201402601164,10.101156581662863,7.9345703125,10.1318359375,1.1622981148417633,0.2497530454959647,1.6566873742031134
LEMON,sub-010134,5.546906931931537,10.521008862789818,4.8828125,10.25390625,-0.6222314450250696,0.2010413163824027,1.8967343407592032
LEMON,sub-010136,5.810309451518432,9.844330775004552,6.2255859375,10.3759765625,0.8337269434986135,0.2478915999223871,1.6942868288076969
LEMON,sub-010137,6.61004990263583,9.42503311518057,7.9345703125,9.6435546875,0.8360963164824533,0.3552419053668181,1.4258641393043394
LEMON,sub-010138,5.9928300738095945,10.164434573907034,7.9345703125,9.8876953125,0.8190191498528375,0.2397159174549366,1.6960992467196025
LEMON,sub-010141,6.000618778862018,10.694899655853137,6.9580078125,11.23046875,0.1841550588929205,0.2130251738666663,1.7822994677694493
LEMON,sub-010142,5.756760226294589,11.074865507715748,4.638671875,12.5732421875,-0.8341713256228556,0.1880368941723488,1.923801769114887
LEMON,sub-010146,6.242230925236608,9.958356871471777,7.9345703125,10.1318359375,1.4140691399059069,0.2690974456915559,1.5953201652972027
LEMON,sub-010148,6.320091517997539,9.490509144968092,7.9345703125,8.1787109375,1.0170949883522526,0.3154158592524403,1.5016410945857743
LEMON,sub-010150,5.780250971667009,10.64101428600894,4.2724609375,10.986328125,-0.2202041496477474,0.2057290049588402,1.8409259975333043
LEMON,sub-010152,6.620063317273651,9.37283605214003,7.9345703125,9.27734375,0.8170906898292101,0.3632700903107936,1.415822719955503
LEMON,sub-010155,6.211472502703197,9.83643589835802,7.9345703125,9.8876953125,1.345762265142748,0.2758648545799611,1.583591635329185
LEMON,sub-010157,6.068340057504264,10.082274986418753,7.9345703125,10.009765625,1.1176764577507758,0.2491320905071163,1.6614551740472676
LEMON,sub-010162,6.383977263266536,9.219052020283762,7.9345703125,8.9111328125,0.8731046382743356,0.3527243849654594,1.444092239070191
LEMON,sub-010163,5.706734085305844,10.45936359954771,4.0283203125,10.498046875,-0.163906473568991,0.2104098367026866,1.832810753611127
LEMON,sub-010164,5.657938780310701,10.846492443368325,5.126953125,11.1083984375,-0.7797053596191346,0.1927319374414445,1.9170395553082846
LEMON,sub-010165,6.42901840828969,9.668187673774655,7.9345703125,8.7890625,1.0236142068897047,0.3087211312652045,1.5038357428419125
LEMON,sub-010166,5.792763846656001,10.599877507848843,4.2724609375,10.986328125,-0.1434222936821608,0.2080250375756372,1.8298480291006258
LEMON,sub-010168,5.9821876311313416,9.943326092528482,5.0048828125,10.25390625,1.1112071007647686,0.2524526748421938,1.6621555032448918
LEMON,sub-010170,6.390871365083399,9.846861491785864,7.9345703125,8.4228515625,1.1489198579133684,0.2893526784910553,1.5407697838489298
LEMON,sub-010176,6.029795499931851,10.099198928058325,7.9345703125,9.8876953125,0.9970852782695458,0.2457362651951156,1.6748824944680905
LEMON,sub-010183,5.999284490010102,10.395268078457825,6.2255859375,10.009765625,0.5367168984540653,0.2274803760932857,1.732751313222074
LEMON,sub-010191,6.190222936971631,9.477026474057244,7.9345703125,8.9111328125,1.1124712599076167,0.3042469647841178,1.5309669087125926
LEMON,sub-010192,5.90783947561061,10.574810365959609,4.0283203125,10.6201171875,0.1311549717683137,0.2142717457415337,1.7899623728125484
LEMON,sub-010194,5.750570046837384,10.502430945323628,4.39453125,10.498046875,-0.1191281854826963,0.2104438705936364,1.8263286699897872
LEMON,sub-010195,5.7179227449154615,10.381773127451751,4.638671875,10.6201171875,-0.0456302975132894,0.2144151115448478,1.8156546687664707
LEMON,sub-010196,6.1753831068548015,9.62603429646953,7.9345703125,9.3994140625,1.223304353250176,0.2898003724658277,1.5587752419415786
LEMON,sub-010197,5.704334523550026,9.96404645640867,5.9814453125,8.056640625,0.4346948014657864,0.2347576586778513,1.7467500223334838
LEMON,sub-010199,6.125316646114127,9.453232551315846,7.9345703125,9.033203125,1.1587817889006744,0.3004883622320335,1.5433051215912132
LEMON,sub-010200,6.1310763670709765,9.495800653596708,7.9345703125,9.3994140625,1.1808083854542162,0.2972011715802594,1.5487982998543492
LEMON,sub-010201,5.825305888810865,9.99061502629727,4.0283203125,9.27734375,0.6699284127478112,0.2400782191651348,1.7150369812316724
LEMON,sub-010202,5.604464440694813,10.596376408314509,4.0283203125,11.71875,-0.576934568902886,0.2003240454732683,1.890702763920262
LEMON,sub-010204,6.038085689622414,9.789038088003242,7.568359375,9.27734375,1.534761070736541,0.2665989577558141,1.6212154963000185
LEMON,sub-010207,5.959266242680535,9.962766650730876,6.2255859375,8.1787109375,1.024061490965513,0.2497814157803442,1.671810965480463
LEMON,sub-010210,5.679070009778092,10.696163172047871,4.0283203125,10.7421875,-0.5231097601493699,0.19931860295526,1.8834356952161997
LEMON,sub-010213,6.249243780646378,9.575216292736322,7.9345703125,9.6435546875,1.116987838926479,0.3006639400551236,1.532219997944444
LEMON,sub-010214,5.752921181177294,10.549731674635254,4.2724609375,10.25390625,-0.1707833882696229,0.20847185882449,1.8338043130422876
LEMON,sub-010215,5.914319177488586,10.53330872727178,4.7607421875,10.986328125,0.1932763010177419,0.2164975671025144,1.7809841523880299
LEMON,sub-010216,6.294575797391877,9.94336940066014,7.568359375,9.27734375,1.3245895349972945,0.2740631860087371,1.5796726770341094
LEMON,sub-010218,6.163121951129774,10.115329738199652,7.568359375,9.8876953125,1.3143896937717094,0.2530231338725712,1.6412671724507073
LEMON,sub-010220,6.388304892214975,9.67705919829938,7.9345703125,9.8876953125,1.05762326941257,0.3040664965911063,1.5148086012757787
LEMON,sub-010222,5.692150608390694,10.739402946000745,4.0283203125,10.7421875,-0.5472205744407136,0.1981276015364658,1.8867039340403238
LEMON,sub-010223,5.738528636372469,10.433198867365588,4.150390625,10.6201171875,-0.0624260185682699,0.2130075065546101,1.818096506696321
LEMON,sub-010224,5.830716418170757,10.412780602324728,4.0283203125,10.25390625,0.1595755179774088,0.2182422506123491,1.7858492602854934
LEMON,sub-010226,5.658145675150559,10.10687043095523,4.39453125,9.3994140625,0.1567944303144209,0.2247835177249852,1.7862513641779458
LEMON,sub-010227,6.252956055061945,9.58333073380129,7.9345703125,9.521484375,1.1183946933051672,0.3002665154716263,1.5326080416067072
LEMON,sub-010228,5.78687625615639,10.160826265926506,5.615234375,10.3759765625,0.3696545709788183,0.2286262983724767,1.7558395611305622
LEMON,sub-010230,6.166012287325255,10.09586034494834,5.9814453125,9.27734375,1.3552977672723632,0.2544627642944639,1.6373402897203448
LEMON,sub-010231,5.79887834181454,10.432543791224226,4.638671875,10.25390625,0.0684474346848712,0.215811868793289,1.7990623662506007
LEMON,sub-010232,5.722805665880776,10.245474187685923,4.8828125,9.3994140625,0.128902702684026,0.2211083998702754,1.790288677592039
LEMON,sub-010233,5.863813737782152,10.372995419745122,6.4697265625,10.498046875,0.2769097244692166,0.221769729084119,1.7689844670387604
LEMON,sub-010234,5.94488495765222,9.76556799786532,4.150390625,9.8876953125,1.2998637843929646,0.2617333051380845,1.6426841002692811
LEMON,sub-010236,6.287093110896419,9.484434704047189,7.9345703125,8.9111328125,1.0379495912837835,0.3127598258947883,1.508556424527788
LEMON,sub-010238,6.248024519114842,9.667161923026958,7.9345703125,9.27734375,1.1744453396287076,0.292471428277734,1.5472349529762257
LEMON,sub-010239,5.702776265485338,9.583648451936575,4.150390625,8.7890625,0.948395734129176,0.2576740361332085,1.6805233110650457
LEMON,sub-010240,5.77886268998934,9.934223469560818,4.150390625,9.765625,0.6391921463571832,0.2406529909306996,1.719062037374545
LEMON,sub-010241,5.681054806940284,10.51111697980758,5.4931640625,10.8642578125,-0.2850105135391819,0.2070366724506083,1.8502051708719005
LEMON,sub-010242,5.984961369772226,10.535889330858886,6.4697265625,10.7421875,0.3373627896811867,0.2197354052954998,1.7603938738972775
LEMON,sub-010243,6.319309917662637,9.528569696504617,7.9345703125,8.7890625,1.0357757874801825,0.3115983338565496,1.5078497210386872
LEMON,sub-010244,5.977270554116292,10.775563643826612,6.4697265625,10.6201171875,0.0430363012124293,0.208407444335663,1.8027565502126952
LEMON,sub-010245,6.659190393664969,9.329591566263588,7.9345703125,8.544921875,0.7906587566122688,0.3744755695365729,1.4010098847960601
LEMON,sub-010246,6.839467009399689,9.48309319435277,7.9345703125,8.544921875,0.7664927223213027,0.3782683064995241,1.386525175327239
LEMON,sub-010247,6.325088774652584,9.644022803117958,7.9345703125,9.521484375,1.090559231429268,0.3013015599054812,1.524725287930472
LEMON,sub-010248,6.619301609678644,9.928270276345607,7.9345703125,8.544921875,1.0119778470471033,0.3022089662176443,1.4998969471082326
LEMON,sub-010249,6.199873408487917,9.582180049838591,7.9345703125,9.1552734375,1.1676500589087548,0.2956562210458436,1.545544468169324
LEMON,sub-010250,6.492676549836131,9.939351279879933,7.6904296875,10.1318359375,1.112072573522816,0.2901347177565814,1.5308557578046595
LEMON,sub-010251,5.994427987598976,10.30194726084796,4.0283203125,10.7421875,0.6428026414518238,0.2321521823965609,1.718587208347519
LEMON,sub-010252,5.576650512101826,10.049027727194147,4.39453125,10.009765625,0.048357974590762,0.2235947353960744,1.801982696492611
LEMON,sub-010254,6.32984456934584,9.38864333897536,7.9345703125,8.1787109375,0.9657567175420868,0.3269257232377923,1.4832344200744936
LEMON,sub-010255,5.7578838496284455,10.299027881260816,4.0283203125,9.765625,0.139990198620069,0.2202088269022679,1.7886828130312857
LEMON,sub-010256,6.079149596580476,10.075801311612045,7.9345703125,9.6435546875,1.1552233641435,0.2502094431293474,1.6574359869807591
LEMON,sub-010257,5.845314994380296,9.71935621183593,4.0283203125,8.30078125,1.105639547691847,0.2581283842552334,1.6627600430738376
LEMON,sub-010258,5.776210574858832,9.781807138928905,4.0283203125,8.1787109375,0.840428887998963,0.2496507034607358,1.69346442830609
LEMON,sub-010260,6.266088866306935,10.3877277223486,7.9345703125,10.7421875,1.152084825881214,0.2426219363043318,1.6577689758285934
LEMON,sub-010261,5.829484119326051,10.122857065915367,4.0283203125,10.1318359375,0.509201835526608,0.2329171056044424,1.7364927768403757
LEMON,sub-010262,6.199992131275011,9.851644936137689,7.9345703125,9.8876953125,1.3761604685087148,0.2738485977276817,1.5889770063485105
LEMON,sub-010263,6.5673438808529045,9.291648190724512,7.568359375,9.3994140625,0.815253590791421,0.3670661887427431,1.414825896023858
LEMON,sub-010264,5.913649389765929,10.36433008968582,4.150390625,10.498046875,0.392657530618881,0.2246847319372965,1.752611527430451
LEMON,sub-010265,6.273950471114554,10.647044997497046,6.4697265625,11.1083984375,0.8115464599136544,0.2286710232232778,1.6970240754236654
LEMON,sub-010266,5.876214173425947,10.370661976025769,4.0283203125,11.1083984375,0.3059046723014763,0.2224967435202046,1.7648543211588679
LEMON,sub-010267,7.013869894765295,8.953315559712014,7.9345703125,8.4228515625,0.6233250937607083,0.5156112481385101,1.2765157743222748
LEMON,sub-010268,6.116519890485071,9.683325171180368,7.9345703125,9.27734375,1.3432987676307362,0.2803629358216786,1.5831429218833835
LEMON,sub-010269,6.134586231715675,10.441356821174503,7.9345703125,11.1083984375,0.7713239648853982,0.2321925394511566,1.7020474448941512
LEMON,sub-010270,6.068331102266667,10.799114763898372,6.8359375,11.3525390625,0.2029834354842659,0.2113814690175639,1.7795856194901172
LEMON,sub-010271,5.728262986257642,10.145687054710931,4.0283203125,9.765625,0.2616634362741263,0.2263762737069838,1.7711629300279834
LEMON,sub-010272,5.743431828202178,9.621904713446089,4.0283203125,8.30078125,0.9935454811081748,0.2578334384661069,1.6752883992109573
LEMON,sub-010273,5.95454945955422,9.512675678790036,7.9345703125,8.7890625,1.4279634752282315,0.2810468033972025,1.5975475127722243
LEMON,sub-010274,6.055936653759774,10.023814465003008,7.9345703125,10.009765625,1.1763885875616114,0.2520238897393554,1.655204642667425
LEMON,sub-010275,5.501581974838234,10.081196874965409,4.150390625,8.7890625,-0.1611878948137198,0.2183589716183843,1.8324178247406433
LEMON,sub-010276,5.423849726946675,10.309072893927034,4.0283203125,9.3994140625,-0.6522974602834238,0.2046989391926013,1.9006929418987548
LEMON,sub-010277,5.96382831293788,10.103074681009744,6.591796875,8.056640625,0.8355850035603354,0.2415898719422729,1.6940586064646121
LEMON,sub-010278,6.6913370003929895,9.419967652779484,7.9345703125,8.7890625,0.8025224085059994,0.3664841920343406,1.4077855669541437
LEMON,sub-010279,5.354247335929187,10.345409632763367,4.39453125,8.7890625,-0.903389171856424,0.2003541340729964,1.9321874735486055
LEMON,sub-010280,5.818204511413905,10.450489364510196,4.0283203125,10.3759765625,0.0883522523199859,0.2158761889031035,1.7961708537417123
LEMON,sub-010282,5.493436164185864,10.011362156960468,4.0283203125,9.521484375,-0.0922052857308934,0.2213405003975879,1.8224225890215962
LEMON,sub-010283,5.546449715128136,9.828490068515004,4.0283203125,9.1552734375,0.2555850057651181,0.2335335301567284,1.7720326647346054
LEMON,sub-010284,6.049789249327101,10.088350946223592,7.9345703125,8.30078125,1.0620262818038,0.2476129065376093,1.6675541131198393
LEMON,sub-010286,6.009940202567535,9.5527784786216,7.9345703125,9.6435546875,1.3791763782699151,0.2822595676350708,1.5894964270260978
LEMON,sub-010287,6.516538208750216,9.49851225683872,7.9345703125,8.056640625,0.9028638519574996,0.3353483242555436,1.4576009458648456
LEMON,sub-010288,6.44344593368905,9.958237003970348,7.9345703125,10.25390625,1.1674051474980691,0.2845119325741224,1.545483132232784
LEMON,sub-010289,6.973307922350988,8.91959034237299,7.9345703125,8.1787109375,0.6260571310931311,0.5138000475741312,1.279104614580942
LEMON,sub-010290,6.245214402849554,10.226301686481936,7.9345703125,10.009765625,1.3540143279629853,0.2511876602433068,1.6374620672455855
LEMON,sub-010291,5.592501457909182,10.261764881537353,4.150390625,9.521484375,-0.1784758651575325,0.2141665417589499,1.8349150123196976
LEMON,sub-010292,5.8166749363705215,10.177866719017016,5.0048828125,10.3759765625,0.4129624232554768,0.2292951215718313,1.7497740255995435
LEMON,sub-010294,6.49294780147239,9.543482687161385,7.9345703125,9.27734375,0.9317210414978948,0.3278113634075486,1.4698227952790923
LEMON,sub-010295,6.552826926268298,9.43815613930337,7.9345703125,9.033203125,0.8651593903610924,0.3465809015769476,1.440318239059338
LEMON,sub-010296,5.982565185087786,10.600302221100035,5.615234375,10.7421875,0.2567513263748356,0.2165562898452902,1.771865728688168
LEMON,sub-010297,5.561683073842479,10.586497836263442,4.0283203125,10.25390625,-0.6735613898221546,0.1990123113549759,1.9034701718358429
LEMON,sub-010298,5.949428748176809,10.066733812271089,6.591796875,9.3994140625,0.8519933743697646,0.2428773152421191,1.6920504872599778
LEMON,sub-010299,6.397929537060563,10.788461941791738,6.8359375,11.474609375,0.9000741456944614,0.2277628104788417,1.6862426944996245
LEMON,sub-010300,6.218268569243658,9.76122985723897,7.9345703125,9.8876953125,1.2742995330396627,0.2822497675569644,1.5697665272161525
LEMON,sub-010301,6.415199575950114,9.780103826529778,7.9345703125,9.765625,1.08985662900707,0.2971852764689314,1.5245205875113106
LEMON,sub-010302,5.86188371973826,10.75778298233786,4.39453125,11.474609375,-0.1805142820849122,0.2042525686014677,1.8352092086224814
LEMON,sub-010303,5.736890548342903,10.46924400308683,5.0048828125,10.1318359375,-0.109267419438295,0.2113113505918613,1.8248986824597628
LEMON,sub-010304,7.189790053811238,9.622110773190537,7.9345703125,10.1318359375,0.6960844778888796,0.4111299928634365,1.338302050710083
LEMON,sub-010305,6.483914480221854,9.288772872992336,7.9345703125,9.3994140625,0.8493530677190704,0.3565242375791584,1.4325871973367716
LEMON,sub-010306,5.796804466359155,9.897862692816704,6.4697265625,9.1552734375,0.7285712213334078,0.2438395030698673,1.7074687873736982
LEMON,sub-010307,5.927594302695471,10.7358230584211,4.2724609375,10.8642578125,-0.0147312275138069,0.2079767937016727,1.8111602296296105
LEMON,sub-010308,5.90821733228585,10.483193640310477,4.2724609375,8.6669921875,0.2394732357131106,0.2185803669072502,1.7743412353882722
LEMON,sub-010309,6.054456534572688,9.669250284332248,7.9345703125,9.6435546875,1.4248122136847556,0.276640956366187,1.5970467752337552
LEMON,sub-010310,5.748975525855584,10.394454615661186,4.0283203125,10.6201171875,0.0066232474147691,0.2152630505203386,1.8080533773213872
LEMON,sub-010311,5.805449547792855,9.686516312891593,4.0283203125,9.27734375,1.053339318100302,0.2576611175547657,1.6685213148694509
LEMON,sub-010314,6.060094169734359,10.753326502764413,7.9345703125,11.5966796875,0.2387236734909936,0.2130727671336863,1.7744487464352023
LEMON,sub-010315,5.783381229074424,10.702370186836989,4.0283203125,10.8642578125,-0.2873494812743965,0.2032938086640586,1.850538597219503
LEMON,sub-010316,5.55583202430859,9.97285428510618,4.0283203125,10.009765625,0.0962486282903508,0.2263968667025527,1.795024443048614
LEMON,sub-010317,5.882150369302124,9.805368144654343,4.39453125,9.6435546875,1.067290412812722,0.2548928092349454,1.6669699904012623
LEMON,sub-010318,5.677016875306835,10.801651802774488,4.5166015625,11.1083984375,-0.6676389284213016,0.195135851461355,1.9026985545451058
LEMON,sub-010319,6.24242754277562,9.888137149172492,7.9345703125,10.009765625,1.348129991659637,0.2742950229073018,1.5840211330311815
